fecha;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad
2023-01-19;FEPS-I   ;Fac_InCa;INFORMATICA;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;06:30-08:00;Ma-Jue;62;60;EN LINEA
2023-01-19;FEPP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;06:30-08:00;Ma-Jue;43;32;EN LINEA
2023-01-19;DISW-I   ;Fac_InCa;INFORMATICA;DISEÑO DE SITIOS WEB;1;06:30-08:00;Ma-Jue;26;22;EN LINEA
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;2;06:30-08:00;Ma-Jue;86;86;PRESENCIAL
2023-01-19;ORTI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;1;06:30-08:00;Ma-Jue;84;59;PRESENCIAL
2023-01-19;GDES-N   ;Fac_CiEmp;NEGOCIOS;GEOGRAFÍA Y DESTINOS TURÍSTICOS;1;06:30-08:00;Ma-Jue;1;10;EN LINEA
2023-01-19;ADM2-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN II;2;06:30-08:00;Ma-Jue;58;46;EN LINEA
2023-01-19;PSF1-H   ;Fac_CiSo;PSICOLOGIA;PSICOFISIOLOGÍA;1;06:30-08:00;Ma-Jue;56;47;EN LINEA
2023-01-19;INF1I-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INFORMÁTICA;1;06:30-08:00;Ma-Jue;23;19;EN LINEA
2023-01-19;FIS3-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;1;06:30-08:00;Ma-Jue;52;42;EN LINEA
2023-01-19;SIPRI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO IV (SISTEMAS INTEGRADOS ADMINISTRATIVOS);1;06:30-08:00;Ma-Jue-Sab;4;3;EN LINEA
2023-01-19;GRIP2-I;Fac_CiSo;IDIOMAS;GRAMÁTICA INGLESA PRAGMÁTICA II;1;06:30-08:00;Ma-Jue;66;53;EN LINEA
2023-01-19;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;4;06:30-08:00;Ma-Jue;55;45;EN LINEA
2023-01-19;PSIG-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;1;06:30-08:00;Ma-Jue;80;59;PRESENCIAL
2023-01-19;TTI-H    ;Fac_CiSo;IDIOMAS;TÉCNICAS DE TRADUCCIONES E INTERPRETACIÓN;1;06:30-08:00;Ma-Jue;66;54;EN LINEA
2023-01-19;ETI1I-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO VI (ADMINISTRACIÓN DE INVENTARIO);1;06:30-08:00;Ma-Jue-Sab;8;3;EN LINEA
2023-01-19;DEIN-H   ;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;2;06:30-08:00;Ma-Jue;39;30;EN LINEA
2023-01-19;PRAC2-E  ;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL II;1;06:30-08:00;Ma-Jue;51;47;EN LINEA
2023-01-19;ESTP-E   ;Fac_CiEmp;NEGOCIOS;ESTRATEGIA DEL PRODUCTO;1;06:30-08:00;Ma-Jue;42;34;EN LINEA
2023-01-19;CDLA-E   ;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;2;06:30-08:00;Ma-Jue;96;90;EN LINEA
2023-01-19;DIMA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE MARKETING;1;06:30-08:00;Ma-Jue;45;40;EN LINEA
2023-01-19;DIBP-H   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO PUBLICITARIO;1;06:30-08:00;Ma-Jue;96;81;EN LINEA
2023-01-19;PSFO-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA FORENSE;1;06:30-08:00;Ma-Jue;95;80;EN LINEA
2023-01-19;GCYA-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO VII (GESTIÓN DE COMPRAS Y ABASTECIMIENTO);1;06:30-08:00;Ma-Jue-Sab;13;11;EN LINEA
2023-01-19;SICA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SISTEMA DE CONTROL ADMINISTRATIVO;1;06:30-08:00;Ma-Jue;62;48;EN LINEA
2023-01-19;MODEI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO II (MODELOS DE DECISIÓN);1;06:30-08:00;Ma-Jue-Sab;5;5;EN LINEA
2023-01-19;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;4;08:00-09:30;Ma-Jue;73;60;PRESENCIAL
2023-01-19;DEM2N-D  ;Fac_Der;DERECHO;DERECHO MERCANTIL II;1;06:30-08:00;Ma-Jue;87;30;EN LINEA
2023-01-19;MAT2-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;2;06:30-08:00;Ma-Jue;17;15;PRESENCIAL
2023-01-19;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;2;06:30-08:00;Ma-Jue;41;31;PRESENCIAL
2023-01-19;ING2-H   ;Fac_CiSo;IDIOMAS;INGLÉS II;2;06:30-08:00;Ma-Jue;25;18;PRESENCIAL
2023-01-19;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;7;08:00-09:30;Ma-Jue;66;61;EN LINEA
2023-01-19;ING2-H   ;Fac_CiSo;IDIOMAS;INGLÉS II;3;08:00-09:30;Ma-Jue;54;42;PRESENCIAL
2023-01-19;MAT3-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA III;2;08:00-09:30;Ma-Jue;57;55;PRESENCIAL
2023-01-19;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;1;06:30-08:00;Ma-Jue;15;14;PRESENCIAL
2023-01-19;ARAR2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS II;1;08:00-09:30;Ma-Jue;64;61;PRESENCIAL
2023-01-19;PSD-I;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO;2;08:00-09:30;Ma-Jue;79;75;EN LINEA
2023-01-19;GEHT-I   ;Fac_CiSo;IDIOMAS;GESTIÓN HOTELERA Y TURISMO;1;06:30-08:00;Ma-Jue;55;53;EN LINEA
2023-01-19;PEST-H   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;PSICO-ESTADÍSTICA;1;08:00-09:30;Ma-Jue;42;37;PRESENCIAL
2023-01-19;COA1-I   ;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;2;08:00-09:30;Ma-Jue;54;52;PRESENCIAL
2023-01-19;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;95;88;PRESENCIAL
2023-01-19;PSEM-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;2;08:00-09:30;Ma-Jue;37;37;PRESENCIAL
2023-01-19;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;5;08:00-09:30;Ma-Jue;81;65;PRESENCIAL
2023-01-19;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;1;08:00-09:30;Ma-Jue;89;84;PRESENCIAL
2023-01-19;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;2;08:00-09:30;Ma-Jue;50;41;EN LINEA
2023-01-19;MAT2-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;3;08:00-09:30;Ma-Jue;46;45;PRESENCIAL
2023-01-19;ORTI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;4;08:00-09:30;Ma-Jue;89;89;PRESENCIAL
2023-01-19;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;11;08:00-09:30;Ma-Jue;69;65;PRESENCIAL
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;16;08:00-09:30;Ma-Jue;89;86;PRESENCIAL
2023-01-19;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;6;08:00-09:30;Ma-Jue;87;86;PRESENCIAL
2023-01-19;PED-H    ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EDUCATIVA;1;08:00-09:30;Ma-Jue;36;33;PRESENCIAL
2023-01-19;IAR1-H   ;Fac_CiSo;ANTROPOLOGIA;INVESTIGACIÓN ARQUEOLÓGICA I;1;06:30-08:00;Ma-Jue;6;5;EN LINEA
2023-01-19;MATE-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;08:00-09:30;Ma-Jue;36;33;PRESENCIAL
2023-01-19;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;2;06:30-08:00;Ma-Jue;19;12;PRESENCIAL
2023-01-19;FILJ-D   ;Fac_Der;DERECHO;FILOSOFÍA JURÍDICA;1;06:30-08:00;Ma-Jue;92;68;EN LINEA
2023-01-19;TCOM-H   ;Fac_CiSo;COMUNICACIONES;TEORÍA DE LA COMUNICACIÓN;1;06:30-08:00;Ma-Jue;44;41;PRESENCIAL
2023-01-19;LCI2-H   ;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS II;1;08:00-09:30;Ma-Jue;70;62;EN LINEA
2023-01-19;MESE-E   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA DE SERVICIOS;1;06:30-08:00;Ma-Jue;52;44;EN LINEA
2023-01-19;MAT2-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;1;06:30-08:00;Ma-Jue;19;16;PRESENCIAL
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;20;08:00-09:30;Ma-Jue;88;88;PRESENCIAL
2023-01-19;FIS1-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;1;06:30-08:00;Ma-Jue;27;22;PRESENCIAL
2023-01-19;EXGR-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;EXPRESIÓN GRÁFICA;2;08:00-09:30;Ma-Jue;78;62;PRESENCIAL
2023-01-19;OCOM-I   ;Fac_InCa;INFORMATICA;ORGANIZACIÓN DE LAS COMPUTADORAS;2;09:45-11:15;Ma-Jue;25;23;PRESENCIAL
2023-01-19;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;8;09:45-11:15;Ma-Jue;92;86;PRESENCIAL
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;21;09:30-11:00;Ma-Jue;51;36;EN LINEA
2023-01-19;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;3;09:45-11:15;Ma-Jue;87;85;PRESENCIAL
2023-01-19;BAS2-I   ;Fac_InCa;INFORMATICA;BASE DE DATOS II;2;09:45-11:15;Ma-Jue;89;88;PRESENCIAL
2023-01-19;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;9;09:45-11:15;Ma-Jue;87;67;PRESENCIAL
2023-01-19;SIOP-N   ;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;1;06:30-08:00;Ma-Jue;28;26;EN LINEA
2023-01-19;TER1-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES I;2;08:00-09:30;Ma-Jue;29;24;PRESENCIAL
2023-01-19;PSEX-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EXPERIMENTAL;1;09:45-11:15;Ma-Jue;57;53;PRESENCIAL
2023-01-19;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;6;09:45-11:15;Ma-Jue;87;85;PRESENCIAL
2023-01-19;DIBT-I   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;3;09:45-11:15;Ma-Jue;47;46;PRESENCIAL
2023-01-19;DII1-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES I;1;09:45-11:15;Ma-Jue;51;49;PRESENCIAL
2023-01-19;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;89;89;PRESENCIAL
2023-01-19;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;6;09:45-11:15;Ma-Jue;82;71;PRESENCIAL
2023-01-19;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;9;09:45-11:15;Ma-Jue;89;86;PRESENCIAL
2023-01-19;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;16;09:45-11:15;Ma-Jue;67;48;PRESENCIAL
2023-01-19;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;5;09:45-11:15;Ma-Jue;44;33;PRESENCIAL
2023-01-19;PPT2-H   ;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA II;1;08:00-09:30;Ma-Jue;54;50;PRESENCIAL
2023-01-19;SIOP-T   ;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;2;09:45-11:15;Ma-Jue;26;21;PRESENCIAL
2023-01-19;PSD1-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO I;1;09:45-11:15;Ma-Jue;47;42;PRESENCIAL
2023-01-19;CDC1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS I;3;09:45-11:15;Ma-Jue;25;18;PRESENCIAL
2023-01-19;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;2;09:45-11:15;Ma-Jue;50;47;PRESENCIAL
2023-01-19;DEIN-H   ;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;7;09:45-11:15;Ma-Jue;17;19;PRESENCIAL
2023-01-19;TEEV-H   ;Fac_CiSo;IDIOMAS;TÉCNICAS DE EVALUACIÓN;1;09:45-11:15;Ma-Jue;57;57;PRESENCIAL
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;18;08:00-09:30;Ma-Jue;88;70;PRESENCIAL
2023-01-19;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;5;18:40-20:10;Ma-Jue;113;80;EN LINEA
2023-01-19;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;18;09:45-11:15;Ma-Jue;43;34;PRESENCIAL
2023-01-19;PSIG-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;3;08:00-09:30;Ma-Jue;88;85;PRESENCIAL
2023-01-19;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;2;09:45-11:15;Ma-Jue;78;55;PRESENCIAL
2023-01-19;DEIN-H   ;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;5;08:00-09:30;Ma-Jue;45;40;PRESENCIAL
2023-01-19;GRAS-H   ;Fac_CiSo;IDIOMAS;GRAMÁTICA SUPERIOR;1;09:45-11:15;Ma-Jue;52;49;PRESENCIAL
2023-01-19;NECL-P;Fac_CiSo;PSICOLOGIA;NEUROPSICOLOGÍA CLÍNICA;2;09:45-11:15;Ma-Jue;25;23;PRESENCIAL
2023-01-19;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;6;09:45-11:15;Ma-Jue;41;38;PRESENCIAL
2023-01-19;DCO2-D   ;Fac_Der;DERECHO;DERECHO CONSTITUCIONAL II / PROCEDIMIENTOS CONSTITUCIONALES;1;06:30-08:00;Ma-Jue;79;65;EN LINEA
2023-01-19;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;4;09:45-11:15;Ma-Jue;89;89;PRESENCIAL
2023-01-19;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;10;08:00-09:30;Ma-Jue;88;54;PRESENCIAL
2023-01-19;RRD-I;Fac_InCa;INFORMATICA;RESPALDO Y RECUPERACIÓN DE DATOS;1;17:00-18:30;Ma-Jue;2;1;EN LINEA
2023-01-19;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;3;17:00-18:30;Ma-Jue;99;84;EN LINEA
2023-01-19;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;11;17:00-18:30;Ma-Jue;128;115;EN LINEA
2023-01-19;PSOI-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL I;2;17:00-18:30;Ma-Jue;82;80;EN LINEA
2023-01-19;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;17:00-18:30;Ma-Jue;129;115;EN LINEA
2023-01-19;EI-I     ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA Y PROBABILIDADES;2;17:00-18:30;Ma-Jue;83;68;EN LINEA
2023-01-19;EMST-T   ;Fac_CiEmp;NEGOCIOS;EMPRESAS DE SERVICIOS TURÍSTICOS;2;17:00-18:30;Ma-Jue;22;19;EN LINEA
2023-01-19;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;8;17:00-18:30;Ma-Jue;29;19;PRESENCIAL
2023-01-19;PSEM-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;3;17:00-18:30;Ma-Jue;46;43;EN LINEA
2023-01-19;MAT2-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;5;17:00-18:30;Ma-Jue;140;108;EN LINEA
2023-01-19;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;6;17:00-18:30;Ma-Jue;63;45;EN LINEA
2023-01-19;EPCS-A   ;Fac_CiSo;ANTROPOLOGIA;EPISTEMOLOGÍA DE LAS CIENCIAS SOCIALES;1;17:00-18:30;Jue;11;8;EN LINEA
2023-01-19;ADM2-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN II;4;17:00-18:30;Ma-Jue;72;60;EN LINEA
2023-01-19;DEME-D   ;Fac_Der;DERECHO;DERECHO MERCANTIL;2;17:00-18:30;Ma-Jue;72;68;EN LINEA
2023-01-19;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;7;17:00-18:30;Ma-Jue;129;110;EN LINEA
2023-01-19;HISI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMÓN. DE LA HIGIENE Y SEGURIDAD INDUSTRIAL;1;17:00-18:30;Ma-Jue;134;105;EN LINEA
2023-01-19;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;12;17:00-18:30;Ma-Jue;128;115;EN LINEA
2023-01-19;PSICO-H  ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA COMUNITARIA;2;17:00-18:30;Ma-Jue;126;111;EN LINEA
2023-01-19;ETS4-T   ;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS IV;1;17:00-18:30;Ma-Jue;45;39;EN LINEA
2023-01-19;DIBT-I   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;4;17:00-18:30;Ma-Jue;110;80;EN LINEA
2023-01-19;TOP1-I   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TOPOGRAFÍA I;1;17:00-18:30;Ma-Jue;49;38;EN LINEA
2023-01-19;OCOM-I   ;Fac_InCa;INFORMATICA;ORGANIZACIÓN DE LAS COMPUTADORAS;3;17:00-18:30;Ma-Jue;49;49;EN LINEA
2023-01-19;DEREN-D  ;Fac_Der;DERECHO;DERECHO REGISTRAL;1;17:00-18:30;Ma-Jue;59;44;EN LINEA
2023-01-19;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;3;17:00-18:30;Ma-Jue;86;51;EN LINEA
2023-01-19;PSO2-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL II;1;17:00-18:30;Ma-Jue;75;66;EN LINEA
2023-01-19;INME-E   ;Fac_CiEmp;NEGOCIOS;INVESTIGACIÓN DE MERCADO;2;17:00-18:30;Ma-Jue;47;42;EN LINEA
2023-01-19;COME-E   ;Fac_CiSo;COMUNICACIONES;COMUNICACIÓN EMPRESARIAL;1;17:00-18:30;Ma-Jue;63;54;EN LINEA
2023-01-19;MATT-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;2;17:00-18:30;Ma-Jue;65;54;EN LINEA
2023-01-19;REP1-H   ;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS I;3;17:00-18:30;Ma-Jue;37;28;EN LINEA
2023-01-19;DEL2-D   ;Fac_Der;DERECHO;DERECHO LABORAL II;1;17:00-18:30;Ma-Jue;54;40;EN LINEA
2023-01-19;LCI2-H   ;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS II;2;17:00-18:30;Ma-Jue;43;42;EN LINEA
2023-01-19;PAV2-T   ;Fac_CiEmp;NEGOCIOS;PLANIFICACIÓN DE AGENCIAS DE VIAJES II;1;17:00-18:30;Ma-Jue;50;41;EN LINEA
